empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos
OBA OBA,15260,FORMA DE GELO KEITA,2.0,7.8,2
OBA OBA,19917,Lava Tudo PLASMONT 0245,2.0,7.8,2
OBA OBA,24012,PA LISA 35CM STOLF REF.010,2.0,7.8,2
OBA OBA,38335,CAPA GALAO 20 LT,2.0,7.8,2
OBA OBA,3915,BORRACHA DE VINIL MAX FLUOR,2.0,7.8,1
OBA OBA,45874,CANETA SPIRO VERMELHA,2.0,7.8,2
OBA OBA,46031,COLHER SOBREMESA STAR GP 087,2.0,7.8,1
OBA OBA,46077,Clipes 8/0 Bacchi - 25 Unidades Linha Leve,2.0,7.8,1
OBA OBA,46813,Saboneteira com Tampa Premium sortido  PLASTIBRASIL,2.0,7.8,2
OBA OBA,51330,PREGO 12X12 C/100g,2.0,7.8,2
OBA OBA,78974766602138,Agulheiro Cartela Nybc 27un,2.0,7.8,2
OBA OBA,78974766602734,Bisnaga Plastica Transparente ketchup Molhos 250ml ketchup,2.0,7.8,2
OBA OBA,78974766602920,Suporte cabide oblg redondo Cromado 1'' 7562,2.0,7.8,1
OBA OBA,78974766603258,BORRACHA MAX TONS ,2.0,7.8,2
OBA OBA,78974766604063,Kit Lápis HB Fini 2 Lápis + 2 Borracha,1.0,7.8,1
OBA OBA,78974766604238,ROLO ESPUMA AMARELO C/ CABO 5CM 38MM ROMA,2.0,7.8,1
OBA OBA,34283,Tampa Plástica P/ Válvula Tanque 4283,11.0,7.699999999999999,3
OBA OBA,5066140-amarelo,CARTOLINA SIMPLES AMARELO,5.0,7.619999999999999,3
OBA OBA,41979,BORRACHA PLASTICA COLOR PASTEL  - UN - LEO E LEO,4.0,7.6,4
OBA OBA,4802100-azul-claro,Papel Crepom Comum Azul Claro,4.0,7.6,3
OBA OBA,4802100-rosa,Papel Crepom Comum Rosa,4.0,7.6,2
OBA OBA,78974766602918,Cantoneira L Para Moveis Gavetas 26 X 26 7199,4.0,7.6,1
OBA OBA,24878,PASTA ESCOLAR 40MM SOFT - VERDE POLIBRAS,1.0,7.5,1
OBA OBA,35400,PAPEL DE PRESENTE,3.0,7.5,2
OBA OBA,48209,Prato Quadrado nº 1- Café PLASMONT 0724,5.0,7.5,2
OBA OBA,48270,CANETA ESF FLAT TOP 0.7 SORTIDAS 97914 JOCAR,3.0,7.5,2
OBA OBA,48591,Lapis 2B Tecnico Grafite - Leonora,5.0,7.5,3
OBA OBA,49521,Caderneta Espiral Tome Nota 48 Folhas 1/8 Capa Flexível,3.0,7.5,2
OBA OBA,50963,Fita Adesiva 533 Transparente 12 mm x 50 m TN,3.0,7.5,2
OBA OBA,7897027211129,PASTA L azul,5.0,7.5,2
OBA OBA,78974766604032,PAPEL FOTOGRAFICO ADESIVO A4 135GR AVULSO,5.0,7.5,1
OBA OBA,7897771301619,MASSA DE EVA 5 CORES 50G 13016 - MAKE+,1.0,7.5,1
OBA OBA,880,APONTADOR BLOCO COM DEPÓSITO DA LEOELEO,5.0,7.5,2
OBA OBA,EVA123-verde-bandeira,EVA LISO VERDE BANDEIRA,3.0,7.5,2
OBA OBA,4866120-verde-bandeira,Cartolina Dupla Face Color Set -verde-bandeira,1.0,7.47,1
OBA OBA,78974766603529,Chiclete Buzzy Barbie HORTELÃ,37.0,7.4,5
OBA OBA,14050-vermelho,TNT POR METRO-vermelho,2.5,7.25,1
OBA OBA,78974766603905,Kit Caneta Bic Cristal 3 Azul + 3 Preta,1.0,7.2,1
OBA OBA,78974766603912,KIT 6 CANETA BIC CRISTAL AZUL/PRETA/VERMELHA,1.0,7.2,1
OBA OBA,78974766603914,KIT 6 CANETAS BIC CRISTAL AZUL,1.0,7.2,1
OBA OBA,46073,Cola Líquida Leo&Leo Branca 90G,2.0,7.1,2
OBA OBA,815-0,PINCEL CHATO 0 CERDA NATURAL TIGRE,2.0,7.1,2
OBA OBA,10149,Colher de Pau 24cm STOLF,2.0,7.0,1
OBA OBA,20058,LINHA COSTURA DRIMA 100 JARDAS 000C NATURAL,2.0,7.0,1
OBA OBA,20093,LINHA COSTURA DRIMA 100 JARDAS 000N PRETA,2.0,7.0,2
OBA OBA,46076,CLIPS BACCHI 2/0 LEVE,2.0,7.0,2
OBA OBA,49326,MANTEIGA DE CACAU,2.0,7.0,2
OBA OBA,51327,"PARAFUSO CHATO 5,0x50 ",2.0,7.0,1
OBA OBA,78974766602062,Papel Fotografico INKJET A4 GLOSSY 180G Avulso,7.0,7.0,1
OBA OBA,78974766602115,garfo branco,7.0,7.0,1
OBA OBA,78974766602116,colher branca,7.0,7.0,1
OBA OBA,78974766602117,faca branca,7.0,7.0,1
OBA OBA,78974766602364,DESINFETANTE PINHO ANTIBAC URCA 500ML,2.0,7.0,1
OBA OBA,78974766603697,Lapiseira 2.0mm color grid cores Leo e Leo,2.0,7.0,1
OBA OBA,78974766604256,Chocolate Wafer Trento Massimo Brownie 25g Peccin,2.0,7.0,1
OBA OBA, 109754,CADERNO 1/4 BROCHURA 96 FOLHAS CAPA DURA D+ AMARELO TILIBRA,1.0,6.9,1
OBA OBA,109756,CADERNO 1/4 BROCHURA 96 FOLHAS CAPA DURA D+ VERDE TILIBRA,1.0,6.9,1
OBA OBA,18002,JARRA PLASVALE 3L 654 TRANSP.,1.0,6.9,1
OBA OBA,19766,LAPISEIRA LEONORA TECNICA DIAMOND 07MM,1.0,6.9,1
OBA OBA,2149-lavanda, VELAS AROMÁTICAS SUAVE LAR ,1.0,6.9,1
OBA OBA,21838,MEIA FEMININA ATOALHADA TC,1.0,6.9,1
OBA OBA,23753,NUMERO RESIDENCIAL DIAMANTE,1.0,6.9,1
OBA OBA,251441-Pegador de Massas,Talheres de Servir Nylon Cosmopolita Simonaggio-Pegador de Massas,1.0,6.9,1
OBA OBA,2551,Barbante cru 250g 8 fios Piratininga rolo com 74 metros,1.0,6.9,1
OBA OBA,29396,ROLO DE LÃ POP 5CM - ROMA,1.0,6.9,1
OBA OBA,29718,SACO PARA LIXO SINARA 50L 10UN,1.0,6.9,1
OBA OBA,31777,Tinta PVA Fosca Azul Celeste Acrilex - 37ml,1.0,6.9,1
OBA OBA,31785,Tinta PVA Fosca Azul Turquesa Acrilex - 37ml,1.0,6.9,1
OBA OBA,31842,Tinta PVA Fosca Vermelho Fogo Acrilex - 37ml,1.0,6.9,1
OBA OBA,31900,TINTA TECIDO FOSCA 37ML 519 BRANCO UN ACRILEX,1.0,6.9,1
OBA OBA,35763,JARRA MARSALA VITRAL,1.0,6.9,1
OBA OBA,42323,Caneta Quadro Branco Azul Faber Castell ,1.0,6.9,1
OBA OBA,42539,CORDA DE VARAL AÇO 15 M ,1.0,6.9,1
OBA OBA,44057,"CAIXA PRESENTE CRISTINA COM TAMPA PEQUENO 19X15X7,5 ESTAMPA SORTIDA UNITARIO",1.0,6.9,1
OBA OBA,4459,Giz De Cera 15 Cores Curto Leo&leo,1.0,6.9,1
OBA OBA,46879,Rodinho Rodo Plástico Para Pia Plasutil Linha Tear - 16cm,1.0,6.9,1
OBA OBA,47774,BLOCO ADESIVO AMARELO,1.0,6.9,1
OBA OBA,47970, Tinta PVA Fosca Amarelo Limão Acrilex - 37ml,1.0,6.9,1
OBA OBA,47970,Tinta PVA Fosca Amarelo Limão Acrilex - 37ml,1.0,6.9,1
OBA OBA,48210,PRATO QUAD,1.0,6.9,1
OBA OBA,48230,GARRAFA 450 ML,1.0,6.9,1
OBA OBA,48266,BLOCO ADESIVO PINK VIBES LEO,1.0,6.9,1
OBA OBA,501 neon,BLOCO AUTOADESIVO 501 NEON 100 FLS,1.0,6.9,1
OBA OBA,51171,Terra Especial P/ Cactos e Suculentas 1Kg Lorianna,1.0,6.9,1
OBA OBA,51228,FONE DE OUVIDO,1.0,6.9,1
OBA OBA,51229,FONE DE OUVIDO,1.0,6.9,1
OBA OBA,51476,Caneta Gel 1.0mm Branca CA0042 BRW,1.0,6.9,1
OBA OBA,526,Bloco Autodesivo 526 Estrela Neon 76 x 76 mm TRIVIUN,1.0,6.9,1
OBA OBA,78974766602074,"Rolo Adesivo Tira Pelos 20Fls 4,3x19,5cm Casita Cores Sortidas",1.0,6.9,1
OBA OBA,78974766602274,CARTAS DE BARALHO ,1.0,6.9,1
OBA OBA,78974766602448,ESPALHADOR LUNA LEVE GRANDE 2448,1.0,6.9,1
OBA OBA,78974766602571,BALA FLORESTAL GOMA MINHOCAS AZEDINHAS 150G,1.0,6.9,1
OBA OBA,78974766602775,Luvas de Latex Tamanho XG Sanro,1.0,6.9,1
OBA OBA,78974766603006,Marca-Texto C/ Aroma Fini Unidade LEOARTE,1.0,6.9,1
OBA OBA,78974766603096,BLOCO AUTOADESIVO BALÃO TN 586,1.0,6.9,1
OBA OBA,78974766603635,Fita Crepe 18mm x 50m Branca TN 567,1.0,6.9,1
OBA OBA,78974766604099,Fone De Ouvido P2 - Altomex F-060 Fone de Ouvido,1.0,6.9,1
OBA OBA,78974766604192,Bola de Gude Com 25 Un MGH LT-24066,1.0,6.9,1
OBA OBA,78974766604220,Numero para casa de alumínio fundido N 4 Diamante,1.0,6.9,1
OBA OBA,78974766604389,Elasticos Amarelo 120 Unidades Redbor 100g,1.0,6.9,1
OBA OBA,78974766604424,Escumadeira Cabo Madeira Catuaí,1.0,6.9,1
OBA OBA,78974766604425,Concha Cabo Madeira Catuaí,1.0,6.9,1
OBA OBA,78974766604442,Balão Metalizado Decorado Coração Vermelho 45 cm - Make+,1.0,6.9,1
OBA OBA,78974766604446,"Caixa para Presente com Tampa Kraft M C/Elástico 26 x 19 x 7,5 cm - Cristina",1.0,6.9,1
OBA OBA,93052,Apagador Para Quadro Branco Und Jocar Office,1.0,6.9,1
OBA OBA,99224,Cola Pano 50g Rendicolla,1.0,6.9,1
OBA OBA,DM01,Descascador P/ Legumes de Madeira Keita,1.0,6.9,1
OBA OBA,51098,TINTA GUACHE 15ML Laranja,1.0,6.71,1
OBA OBA,42312,Caneta Faber Castell Super Soft Brush Preto,1.0,6.5,1
OBA OBA,48113,Isotônico Powerade Frutas Tropicais 500ml,1.0,6.5,1
OBA OBA,48429,Isotonico Powerade Limao Squeeze 500ML,1.0,6.5,1
OBA OBA,78974766603522,CHICLE PLUTONITA DENTADA ARDENTE,13.0,6.5,3
OBA OBA,931,Apontador Mini Box Com Tampa Flip Faber Castell,1.0,6.5,1
OBA OBA,032-M/A-preto,CANETA ESFEROGRÁFICA  FABER CASTELL Trilux TRILUX PONTA MEDIA-preto,4.0,6.4,3
OBA OBA,25582,Pente Fino Darma Piolho 1 Unidade,4.0,6.0,2
OBA OBA,49358,GANCHO VENTOSA ELITE,4.0,6.0,1
OBA OBA,49723,MARCA TEXTO CLEAR ROSA,4.0,6.0,3
OBA OBA,78974766602437,CAULIN FOGAREIRO 7765,4.0,6.0,1
OBA OBA,4866120-azul-escuro,Cartolina Dupla Face Color Set -azul-escuro,1.0,5.99,1
OBA OBA, sl2309280294406805-preto,CANETAS FINE PEN MICROLINE 0.4mm -COMPACTOR-preto,1.0,5.9,1
OBA OBA,1019,AREJADOR P/ TORNEIRA OVERTIME,1.0,5.9,1
OBA OBA,19431,Lápis de Cor 12 Cores Leo e Leo,1.0,5.9,1
OBA OBA,29050,Régua Flexível 30 Cm Leo&leo Laranja,1.0,5.9,1
OBA OBA,29519,SACA ROLHA CATUAI,1.0,5.9,1
OBA OBA,30612,SUPORTE P/VARAO SIMPLES,1.0,5.9,1
OBA OBA,35617,PRATO PARA PETS ROSA,1.0,5.9,1
OBA OBA,36133,MARCA TEXTO JOCAR PASTEL SORTIDO,1.0,5.9,1
OBA OBA,38833,CHAVE TESTE NEON,1.0,5.9,1
OBA OBA,39227,Pincel Permanente Preto Ponta Chanfrada 5mm  Faber Castell,1.0,5.9,1
OBA OBA,3928,Borracha Panela Pressão Lares Antiga 5,1.0,5.9,1
OBA OBA,42424,MARVEL MINHAS HISTORIA,1.0,5.9,1
OBA OBA,44182,SUPORTE VARAO OURO VELHO 19 MM,1.0,5.9,1
OBA OBA,45846,FITA CETIM 10 MM ROSA,1.0,5.9,1
OBA OBA,46310,BOLHA SABAO PATRULHA CANINA,1.0,5.9,1
OBA OBA,46970,MASSA BISCUIT AMARELO,1.0,5.9,1
OBA OBA,47367,PLUS FEMEA,1.0,5.9,1
OBA OBA,48420,MINI DICIONARIO INGLES,1.0,5.9,1
OBA OBA,48685,Chocolate Trento Bites Ao Leite 40g,1.0,5.9,1
OBA OBA,49219,POWER ADE LARANJA 500ML,1.0,5.9,1
OBA OBA,49305,Forma de Gelo Premium Plastibrasil,1.0,5.9,1
OBA OBA,49764,BATOM MONICA,1.0,5.9,1
OBA OBA,50125,Scottini Minidicionário: Língua Portuguesa,1.0,5.9,1
OBA OBA,50353,Apontador com coletor I-Gloo para canhotos 1 furo 032210 - Maped Cor Pastel,1.0,5.9,1
OBA OBA,50683,ESMALTE VERMELHO SANGUE CREMOSO SAFIRA,1.0,5.9,1
OBA OBA,50690,ESMALTE  BEGE ROSADO SAFIRA,1.0,5.9,1
OBA OBA,50741,BATOM STICK SAFIRA,1.0,5.9,1
OBA OBA,50775,Batom Cremoso Bastão Longa Duração Nº 33 Safira Basic,1.0,5.9,1
OBA OBA,51068,RODÍZIO 38 mm BAURU 5771,1.0,5.9,1
OBA OBA,51100,Massa Pronta para Biscuit Preto Polycol (90 gramas),1.0,5.9,1
OBA OBA,78974766602050,CABO DE LEITEIRA C/PARAFUSO PEQUENO,1.0,5.9,1
OBA OBA,78974766602182,SERVICO AMERICA MESA FIX,1.0,5.9,1
OBA OBA,78974766602641,EVA GLITTER DOURADO,1.0,5.9,1
OBA OBA,78974766602643,EVA GLITTER PRETO,1.0,5.9,1
OBA OBA,78974766602644,EVA GLITTER MARROM,1.0,5.9,1
OBA OBA,78974766602753,Lixeirinha De Mesa com Tampa  Basculada 2 Litros - Arqplast,1.0,5.9,1
OBA OBA,78974766603054,Ralo de pia de inox 5cm Fenima,1.0,5.9,1
OBA OBA,78974766603696,Caneta Esferográfica 4 em 1 Ponta 1.0 mm - LEO E LEO,1.0,5.9,1
OBA OBA,78974766603756,ECOLAPIS DE COR FANTASY COLOURS AZUL FABER,1.0,5.9,1
OBA OBA,78974766603873,Copo Desc Glight Tr 180 ml C/100,1.0,5.9,1
OBA OBA,78974766604104,Chaveiro Brasil Unidade Sortida,1.0,5.9,1
OBA OBA,EVA125776-azul,EVA GLITTER AZUL ESCURO,1.0,5.9,1
OBA OBA,EVA125776-pink,EVA GLITTER ROSA PINK,1.0,5.9,1
OBA OBA,EVA129800-laranja,EVA GLITTER LARANJA,1.0,5.9,1
OBA OBA,14853,FITA ISOLANTE  19X5M ADERE COLORIDA,2.0,5.8,1
OBA OBA,19704,Lapiseira 2.0 mm Plus Cores Ref 47 - Leo'&'leo,2.0,5.8,2
OBA OBA,21236,Marca Texto Amarelo Jocar Office,2.0,5.8,2
OBA OBA,29629,SACO TRANSPARENTE,7.0,5.8,2
OBA OBA,30614,SUPORTE P/VASO GRD,2.0,5.8,1
OBA OBA,34182,COMEDOURO 500ML,2.0,5.8,2
OBA OBA,36170,Marca Texto Laranja Jocar Office,2.0,5.8,2
OBA OBA,36171,Marca Texto Lilás Jocar Office,2.0,5.8,2
OBA OBA,38333,AVENTAL VINIL,2.0,5.8,2
OBA OBA,51025,Fita Isolante Anti-chama 18mm X 5m - Mf Tools,2.0,5.8,2
OBA OBA,7896644715768,Pasta Aba Elástica Ofício Lilas - 160211 - Polibras Fumê,2.0,5.8,2
OBA OBA,78974766602099,BATERIA LR 621 ELGIN 2 PARES,2.0,5.8,1
OBA OBA,78974766602585,Detergente Alpes 500Ml,2.0,5.8,2
OBA OBA,78974766603543,Pérola de Isopor Pacote - Knauf,2.0,5.8,1
OBA OBA,78974766603683,Marca Texto Azul Jocar,2.0,5.8,2
OBA OBA,905,APONTADOR DUPLO OVAL LEO E LEO,2.0,5.8,1
OBA OBA,9769,COCA COLA LATA 220 ML,2.0,5.8,2
OBA OBA,4866120-rosa,Cartolina Dupla Face Color Set -rosa,3.0,5.7,1
OBA OBA,4866180-marrom,Papel Cartão Fosco/ Cartolina Americana-marrom,3.0,5.7,1
OBA OBA,78974766602144,APONTADOR SIMPLES SORTIDO,3.0,5.7,1
OBA OBA,7897476685380,LAPIS PTO COLLECT TROPICAL HB,3.0,5.7,1
OBA OBA,30599,ROLETE P/ PAPEL HIGIENICO DPG,3.0,5.699999999999999,3
OBA OBA,46042,CANETA MARCA TEXTO ROSA JOCAR SLIM 96091,3.0,5.699999999999999,2
OBA OBA,4802100-azul-escuro,Papel Crepom Comum -azul-escuro,3.0,5.699999999999999,2
OBA OBA,78974766603277,LAPIS GRAFITE GRIP 2001 TWO TONE FABER CASTELL,3.0,5.699999999999999,2
OBA OBA,78974766603283,ECOLAPIS GRAFITE GLIMMER VIAGEM ROSA FABER-CASTELL UNIDADE,3.0,5.699999999999999,2
OBA OBA,78974766604019,"Caneta Esferografica Wow Fun 0,7 mm Azul - Leonora",3.0,5.699999999999999,2
OBA OBA,78974766603508,Chiclete Big Big Bolitas,28.0,5.6,6
OBA OBA,11043,Copo Nadir Barriquinha 150ml Unidade,1.0,5.5,1
OBA OBA,28972,Schweppes Citrus Leve em Açúcares Lata 350ml,1.0,5.5,1
OBA OBA,30372,SUCO DEL VALLE MAIS UVA LATA 335ML,1.0,5.5,1
OBA OBA,36311,Tomada Externa 2p+t 10a Branca Radial,1.0,5.5,1
OBA OBA,78974766604250,Engate Rapido P/mangueira 1/2 force garden 9049,1.0,5.5,1
OBA OBA,17007,GRAFITE BIG TREE 07MM 2B SERTIC,2.0,5.0,1
OBA OBA,36453,ALFINETE DE SEGURANCA,2.0,5.0,1
OBA OBA,42961,Caneta Marcador Permanente Slim Preto  JocarOffice,2.0,5.0,2
OBA OBA,78974766603520,CHICLETE POOSH MENTA 5g,10.0,5.0,3
OBA OBA,78974766603965,Espátulas P/ Manteiga Aço Inoxidável Vermelho  Simonaggio cod 3965,2.0,5.0,1
OBA OBA,EVA1235-rosa,EVA LISO ROSA,2.0,5.0,1
OBA OBA,EVA125-azul-claro,EVA LISO AZUL CLARO,2.0,5.0,1
OBA OBA,EVA125-azul-escuro,EVA LISO AZUL ESCURO,2.0,5.0,1
OBA OBA,07316,Massinha de Modelar 6 Cores Soft Acrilex,1.0,4.9,1
OBA OBA,10970,CONTACT TRANSPARENTE,1.0,4.9,1
OBA OBA,11340,Copo Dose Olé Nadir 60 ml nadir,1.0,4.9,1
OBA OBA,14754,Fita de Cetim Branca 7mmx10m CF001 COR201 PROGRESSO ,1.0,4.9,1
OBA OBA,221,ADAPTADOR 2POLOS PRETO RADIAL,1.0,4.9,1
OBA OBA,238,Adaptador para Tomada Universal 2P 10A 250V Daneva,1.0,4.9,1
OBA OBA,26387,Adaptador Tomada 3 Pinos Redondo 2 Pinos Chato e 1 Pino Redondo Branco Daneva,1.0,4.9,1
OBA OBA,2795,BATERIA ELGIN  2032 UNIDADE,1.0,4.9,1
OBA OBA,28966,REFRI COCA COLA LATA 350ML,1.0,4.9,1
OBA OBA,28971,REFRI FANTA UVA LATA 350 ML,1.0,4.9,1
OBA OBA,29565,SACO DE PRESENTE  60X90 CM COM LACO,1.0,4.9,1
OBA OBA,31677,Corante de Tecido Tingecor Guarany 40g Marrom,1.0,4.9,1
OBA OBA,36572,BATERIA ALCALINA ENERGY A27 12 V,1.0,4.9,1
OBA OBA,37758,MARCADOR PARA QUADRO BRANCO,1.0,4.9,1
OBA OBA,37961,PAPEL ALUMINIO GIOPACK,1.0,4.9,1
OBA OBA,40627,CORANTE TUPY PRETO,1.0,4.9,1
OBA OBA,40637,Corante Tupy Algodão - Bordô 16,1.0,4.9,1
OBA OBA,41068,ADES DEC DUPLO MET CAPRICHO,1.0,4.9,1
OBA OBA,42959,MARCADOR RETRO PROJETOR JOCAR 2.0MM VERMELHO,1.0,4.9,1
OBA OBA,43399,PANO MULTIUSO,1.0,4.9,1
OBA OBA,46025,MARCA TEXTO VERDE FABER CASTELL,1.0,4.9,1
OBA OBA,46091,CANETA PILOT BP-1RT 0.7MM AZUL,1.0,4.9,1
OBA OBA,47107,Corante Tupy Algodão - Azul Marinho 23,1.0,4.9,1
OBA OBA,50629,MARCADOR VIGHS,1.0,4.9,1
OBA OBA,50907,MARCADOR PERMANENTE BRW PRETO,1.0,4.9,1
OBA OBA,51023,Fita Isolante Anti-chama 18mm X 10m - Mf Tools,1.0,4.9,1
OBA OBA,5392,CADERNO 1/4 48FLS AZUL TILIBRA,1.0,4.9,1
OBA OBA,604955-2b,Lápis Técnico - Faber-Castell 9000-2b,1.0,4.9,1
OBA OBA,604955-4b,EcoLápis Grafite Preto Técnico 9000 4B – Faber-Castell,1.0,4.9,1
OBA OBA,6425425,"HUMUS DE MINHOCA 1,7Kg LORIANNA",1.0,4.9,1
OBA OBA,78974766602497,Cadarço Achatado Branco Cadarço & Cia,1.0,4.9,1
OBA OBA,78974766602561,Chá Preto Ice Tea Pêssego Leão Zero 450ml,1.0,4.9,1
OBA OBA,78974766602586,Multiuso Alpes Tradicional 500ml,1.0,4.9,1
OBA OBA,78974766602801,"Esponja Multiuso - Embalabem Econômica Leve 4 Pague 3, Bettanin",1.0,4.9,1
OBA OBA,78974766602954,Correia de Chinelo Comum 37/38 Preto,1.0,4.9,1
OBA OBA,78974766602957,Correia de Chinelo Comum 37/38 Azul,1.0,4.9,1
OBA OBA,78974766602961,Correia de Chinelo Comum 35/36 Preto,1.0,4.9,1
OBA OBA,78974766602976,Correia de Chinelo Comum 41/42 Azul,1.0,4.9,1
OBA OBA,78974766602977,Correia de Chinelo Comum 43/44 Azul,1.0,4.9,1
OBA OBA,78974766603111,"Rodo de Pia, Plasútil, cinza",1.0,4.9,1
OBA OBA,78974766603397,pano de prato bras estampado 67x43 cm,1.0,4.9,1
OBA OBA,78974766603707,Marca texto carbon neon cores - ref 94110,1.0,4.9,1
OBA OBA,78974766604261,Faca Travertino Simonaggio Avulso ,1.0,4.9,1
OBA OBA,032-M/A-azul,CANETA ESFEROGRÁFICA  FABER CASTELL Trilux TRILUX PONTA MEDIA-azul,3.0,4.800000000000001,3
OBA OBA,17066-preto,CANETA ESFEROGRÁFICA BIC CRISTAL PONTA FINA-preto,3.0,4.800000000000001,3
OBA OBA,78974766602154,CANETA BIC CRISTAL VERMELHA,4.0,4.8,3
OBA OBA,815-2,PINCEL CHATO 2 CERDA NATURAL TIGRE,1.0,4.64,1
OBA OBA,21202,Marca Texto Grifpen – Azul,1.0,4.5,1
OBA OBA,21217,Marca Texto Amarelo Faber Castell Grifpen,1.0,4.5,1
OBA OBA,21266,Marca Texto Rosa Faber Castell Grifpen,1.0,4.5,1
OBA OBA,21269,MARCA TEXTO ROXO FABER CASTEL,1.0,4.5,1
OBA OBA,3202,BOLA BORRACHA APOLO,1.0,4.5,1
OBA OBA,37299,Marca texto Faber Castell grifpen laranja pastel,1.0,4.5,1
OBA OBA,38004,CESTO PARA PRENDENDOR DE ROUPAS,1.0,4.5,1
OBA OBA,3898,BORRACHA DUST FREE COLORS FABER CASTELL,1.0,4.5,1
OBA OBA,408441,Lastex Branco/Preto com 10 Metros São José,3.0,4.5,2
OBA OBA,49720,MARCA TEXTO CLEAR AZUL,3.0,4.5,2
OBA OBA,49721,MARCA TEXTO CLEAR VERDE,3.0,4.5,2
OBA OBA,50957,BALA DIVERSO,26.0,4.5,11
OBA OBA,78974766603266,apontador c deposito  faber castell,1.0,4.5,1
OBA OBA,78974766603519,Disqueti Viceversa Choc Conf Dori 40gr,1.0,4.5,1
OBA OBA,34107,PIRULITO,8.0,4.0,3
OBA OBA,31711,TINTA GUACHE 15ML VERMELHO,3.0,3.9000000000000004,2
OBA OBA,51095,TINTA GUACHE 15ML,3.0,3.9000000000000004,2
OBA OBA,10728,"Vaso Redondo P 1,7 Litros – Preto  PLASMONT 0233",1.0,3.9,1
OBA OBA,161000010-Azul Mosaico-Colher Sobremesa,TALHERES SINTONIA DECOR -Azul Mosaico-Colher Sobremesa,1.0,3.9,1
OBA OBA,161000010-Azul Mosaico-Colher Sopa,TALHERES SINTONIA DECOR -Azul Mosaico-Colher Sopa,1.0,3.9,1
OBA OBA,17020,Grafite 2.0mm HB C/6 Unidades – Faber-Castell,1.0,3.9,1
OBA OBA,20115,"LINHA P/ PESCA 0,30MM",1.0,3.9,1
OBA OBA,28779,RALO CROMADO PARA VALVULA AMERICANA 7465,1.0,3.9,1
OBA OBA,29016,Regua acrilica 30cm acrimet,1.0,3.9,1
OBA OBA,29058,REGUA PLAST REFORCADO 30CM LEONORA,1.0,3.9,1
OBA OBA,34770,Apontador C/ Depósito Triangular - Tris,1.0,3.9,1
OBA OBA,35157,ESTILETE LAMINA LARGA,1.0,3.9,1
OBA OBA,35677,BOTAO,1.0,3.9,1
OBA OBA,37699,Apontador Com Deposito Triangular Cores Pastel,1.0,3.9,1
OBA OBA,41214,ESTILETE LARGO PLASTICO,1.0,3.9,1
OBA OBA,4203,BUCHA N 10 C/6 PRATIC,1.0,3.9,1
OBA OBA,45876,CANETA SPIRO ROXA,1.0,3.9,1
OBA OBA,4690,Lápis De Cor Leo E Leo Sextavado Mini 12 Cores,1.0,3.9,1
OBA OBA,47055,Pastilhas Mastigáveis Fruit-Tella Sabor Morango,1.0,3.9,1
OBA OBA,47812,RATOEIRA PEQUENA,1.0,3.9,1
OBA OBA,47965,GUARANA LEAO ACAI,1.0,3.9,1
OBA OBA,50418,FUNIL DE PLASTICO,1.0,3.9,1
OBA OBA,50495,CHUPETA BORBOLETA,1.0,3.9,1
OBA OBA,51329,PREGO 10X10,1.0,3.9,1
OBA OBA,7895391123901,ESTILETE PLÁSTICO 18MM COR SORTIDA,1.0,3.9,1
OBA OBA,7896644717847,PASTA ABA ELASTICA PLASTICA MINI 20MM CRISTAL SOFT 160017 - POLIBRAS,1.0,3.9,1
OBA OBA,7897256220817,CANETA CORRETIVA JOCAR,1.0,3.9,1
OBA OBA,78974766603020,CANETA ESF. MEGA 0.7 PRETO JOCAR OFFICE,1.0,3.9,1
OBA OBA,78974766603037,Ralo De Pia  De Plástico Cromado 7467,1.0,3.9,1
OBA OBA,78974766603076,KIT COSTURA 10 AGULHAS 12 LINHA FENIMA,1.0,3.9,1
OBA OBA,78974766603259,Borracha TK Black ,1.0,3.9,1
OBA OBA,78974766603699,Apontador Duplo com Depósito Baleia Leo e Leo,1.0,3.9,1
OBA OBA,78974766603957,CANETA ESF RETRATIL 0.7 CARBON LINE 10299 SORTIDA,1.0,3.9,1
OBA OBA,78974766604095,ABRIDOR DE LATA E GARRAFA GALVANIZADO 8CM CATUAÍ,1.0,3.9,1
OBA OBA,7908470020210,SACOLA KRAFT G GALA UNIDADE,1.0,3.9,1
OBA OBA,IKB3-vermelho,CANETA ESFEROGRÁFICA COMPACTOR TOP 2000 -UNIDADE -vermelho,3.0,3.9,1
OBA OBA,13906,Etiqueta de Preço 24x12mm AR-4,2.0,3.8,2
OBA OBA,33445,PAPEL LAMINADO,2.0,3.8,1
OBA OBA,45935,Caneta Esferografica Kilometrica 100 Media Preta PaperMate,2.0,3.8,2
OBA OBA,4802100-verde-bandeira,Papel Crepom Comum Verde Bandeira,2.0,3.8,1
OBA OBA,4860220-Dourado,Papel Laminado Colorido-Dourado,2.0,3.8,1
OBA OBA,4866180-branco,Papel Cartão Fosco/ Cartolina Americana-branco,2.0,3.8,1
OBA OBA,78974766602647,Papel Cartão Fosco/ Cartolina Americana PINK,2.0,3.8,1
OBA OBA,78974766603262,Apontador Clássico Faber-Castell Neon SORTIDO,2.0,3.8,1
OBA OBA,78974766603278,LAPIS GRAFITE GRIP 2001 TWO TONE ,2.0,3.8,1
